fold,seed,closure,feature_set,auprc,auroc,normalized_ap,balanced_accuracy,f1,precision,recall,n_tissues
fold_d,42,1hop,frozen_sequence_fm,0.590292277150006,0.6711028074102506,0.2683879782046201,0.5823665985894819,0.6350377540370609,0.49102883158744487,0.8999022909888877,5
fold_d,42,1hop,sequence_kmer,0.5637354348518615,0.6406396089359705,0.2207883676513492,0.5562764925366445,0.6233681090181141,0.47330602803785365,0.9143418897939753,5
fold_d,42,strict,coordinate,0.4547929674986112,0.5150492479808364,0.02770089017220766,0.500214118762302,0.609841740349521,0.43918176395791547,0.9989100982100348,5
fold_d,42,strict,coordinate_plus_frozen_pangenomefm,0.48578850910344745,0.5471787958686157,0.08257124402261978,0.5007395617377001,0.6097744970129562,0.4394447348305063,0.9973120183897966,5
fold_d,42,strict,coordinate_plus_frozen_sequence_fm,0.5931489672819745,0.6736100916315447,0.2735231157008203,0.5920860077133066,0.637708238791497,0.498840622021106,0.8848907748264623,5
fold_d,42,strict,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5928172297940357,0.6733548632771067,0.2729107516019609,0.5834740961424675,0.6350122170314034,0.4924374861100002,0.8957957033818957,5
fold_d,42,strict,frozen_pangenomefm,0.4766839738799689,0.5450082858733118,0.06681048835461831,0.5010632920312881,0.6097820569617394,0.43960285699026985,0.9963516122197145,5
fold_d,42,strict,frozen_sequence_fm,0.590292277150006,0.6711028074102506,0.2683879782046201,0.5823665985894819,0.6350377540370609,0.49102883158744487,0.8999022909888877,5
fold_d,42,strict,sequence_kmer,0.5637354348518615,0.6406396089359705,0.2207883676513492,0.5562764925366445,0.6233681090181141,0.47330602803785365,0.9143418897939753,5
fold_d,314159,1hop,coordinate,0.4547929674986112,0.5150492479808364,0.02770089017220766,0.500214118762302,0.609841740349521,0.43918176395791547,0.9989100982100348,5
fold_d,314159,1hop,coordinate_plus_frozen_pangenomefm,0.48534091501242005,0.5559876425827457,0.08170472256911729,0.5003039246717073,0.6094849537860643,0.4392271071550926,0.9966034178663457,5
fold_d,314159,1hop,coordinate_plus_frozen_sequence_fm,0.5931489672819745,0.6736100916315447,0.2735231157008203,0.5920860077133066,0.637708238791497,0.498840622021106,0.8848907748264623,5
fold_d,314159,1hop,coordinate_plus_frozen_sequence_fm_plus_frozen_pangenomefm,0.5947109376899415,0.6765577631201432,0.27625995012587834,0.5927807440159182,0.6380680848780301,0.49915820136290207,0.8850663203021861,5
fold_d,314159,1hop,frozen_pangenomefm,0.48459879931497546,0.5564474359848349,0.08065721270513693,0.5000980018510355,0.6093801056569891,0.43912633044026916,0.9965298665678681,5
fold_d,314159,1hop,frozen_sequence_fm,0.590292277150006,0.6711028074102506,0.2683879782046201,0.5823665985894819,0.6350377540370609,0.49102883158744487,0.8999022909888877,5
fold_d,314159,1hop,sequence_kmer,0.5637354348518615,0.6406396089359705,0.2207883676513492,0.5562764925366445,0.6233681090181141,0.47330602803785365,0.9143418897939753,5
fold_d,314159,strict,coordinate,0.4547929674986112,0.5150492479808364,0.02770089017220766,0.500214118762302,0.609841740349521,0.43918176395791547,0.9989100982100348,5
fold_d,314159,strict,coordinate_plus_frozen_pangenomefm,0.48292742092084817,0.5515920779184901,0.07791346440642125,0.5000504932528214,0.6098310369478963,0.4391004572207173,0.9993103186262827,5
