family,stratum,context,mean_n,mean_prevalence,sufficiently_powered,metric,p_fold_signflip,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs,q_bh
complexity,low,strict,6393.6,0.6573434361868639,True,f1,0.0625,0.023764141439308627,0.0032660955482761178,0.021305429159983423,0.026441934041452116,15,5,0,0.0625
complexity,low,strict,6393.6,0.6573434361868639,True,precision,0.0625,0.04189132247319332,0.009162749829968547,0.03437236584318962,0.049129807006819404,15,5,0,0.0625
complexity,low,strict,6393.6,0.6573434361868639,True,recall,0.375,-0.004784791645932129,0.011129655943190011,-0.013445284743949314,0.004071893730412216,15,5,0,0.75
complexity,medium,1hop,7938.8,0.6412686234879751,True,auprc,0.0625,0.04739689811500182,0.004447919928654838,0.043508782272921265,0.05068746925888562,15,5,0,0.0625
complexity,medium,1hop,7938.8,0.6412686234879751,True,auroc,0.0625,0.07016683631912517,0.005097551703980885,0.06559227753850645,0.0734751246586378,15,5,0,0.0625
complexity,medium,1hop,7938.8,0.6412686234879751,True,normalized_ap,0.0625,0.13200293156588375,0.010264635033249524,0.12285459124577336,0.1387908056109268,15,5,0,0.0625
complexity,medium,1hop,7938.8,0.6412686234879751,True,balanced_accuracy,0.0625,0.09746220088851978,0.012196670182074964,0.08731839561793078,0.10651338388968803,15,5,0,0.0625
complexity,medium,1hop,7938.8,0.6412686234879751,True,f1,0.0625,0.041765593868202666,0.0036272773122738686,0.038898207814685545,0.044433115453388405,15,5,0,0.0625
complexity,medium,1hop,7938.8,0.6412686234879751,True,precision,0.0625,0.06842848571956983,0.011225043763258332,0.059287240328948033,0.07720811110614455,15,5,0,0.0625
complexity,medium,1hop,7938.8,0.6412686234879751,True,recall,0.9375,0.0003468371764149788,0.010211489792387882,-0.007614125455553802,0.00889487389390892,15,5,0,1.0
complexity,medium,strict,7938.8,0.6412686234879751,True,auprc,0.0625,0.03802969660334722,0.003215639156387037,0.035389659051989715,0.04033613642131524,15,5,0,0.0625
complexity,medium,strict,7938.8,0.6412686234879751,True,auroc,0.0625,0.05347054585447019,0.0043920493385245065,0.04971837553527031,0.056822321821651325,15,5,0,0.0625
complexity,medium,strict,7938.8,0.6412686234879751,True,normalized_ap,0.0625,0.10602051041138456,0.008614694280334591,0.09917684491987708,0.11244069529503788,15,5,0,0.0625
complexity,medium,strict,7938.8,0.6412686234879751,True,balanced_accuracy,0.0625,0.07245831853666178,0.011463130916778023,0.06306293188537003,0.08105847368781757,15,5,0,0.0625
complexity,medium,strict,7938.8,0.6412686234879751,True,f1,0.0625,0.030065366125744782,0.0028518922826216092,0.027825404222564413,0.0322175834930896,15,5,0,0.0625
complexity,medium,strict,7938.8,0.6412686234879751,True,precision,0.0625,0.050060720671204914,0.010118669518420336,0.04177001924632166,0.05761381327835617,15,5,0,0.0625
complexity,medium,strict,7938.8,0.6412686234879751,True,recall,0.75,-0.0017626053113137142,0.011460448678151915,-0.009862081692101914,0.00788495475360717,15,5,0,0.75
length,bp>=1e+06,1hop,3.6666666666666665,1.0,False,auprc,,,,,,0,0,9,
length,bp>=1e+06,1hop,3.6666666666666665,1.0,False,auroc,,,,,,0,0,9,
length,bp>=1e+06,1hop,3.6666666666666665,1.0,False,normalized_ap,,,,,,0,0,9,
length,bp>=1e+06,1hop,3.6666666666666665,1.0,False,balanced_accuracy,,,,,,0,0,9,
length,bp>=1e+06,1hop,3.6666666666666665,1.0,False,f1,1.0,0.0,0.0,0.0,0.0,9,3,0,1.0
length,bp>=1e+06,1hop,3.6666666666666665,1.0,False,precision,1.0,0.0,0.0,0.0,0.0,9,3,0,1.0
length,bp>=1e+06,1hop,3.6666666666666665,1.0,False,recall,1.0,0.0,0.0,0.0,0.0,9,3,0,1.0
length,bp>=1e+06,strict,3.6666666666666665,1.0,False,auprc,,,,,,0,0,9,
length,bp>=1e+06,strict,3.6666666666666665,1.0,False,auroc,,,,,,0,0,9,
length,bp>=1e+06,strict,3.6666666666666665,1.0,False,normalized_ap,,,,,,0,0,9,
length,bp>=1e+06,strict,3.6666666666666665,1.0,False,balanced_accuracy,,,,,,0,0,9,
length,bp>=1e+06,strict,3.6666666666666665,1.0,False,f1,1.0,0.0,0.0,0.0,0.0,9,3,0,1.0
length,bp>=1e+06,strict,3.6666666666666665,1.0,False,precision,1.0,0.0,0.0,0.0,0.0,9,3,0,1.0
length,bp>=1e+06,strict,3.6666666666666665,1.0,False,recall,1.0,0.0,0.0,0.0,0.0,9,3,0,1.0
length,"bp[100,500)",1hop,15500.2,0.6732918005334105,True,auprc,0.0625,0.02554912924468678,0.0062618252773430794,0.020909139987682387,0.03043913572339896,15,5,0,0.075
length,"bp[100,500)",1hop,15500.2,0.6732918005334105,True,auroc,0.0625,0.041061691838835984,0.005979031408636447,0.036655653744504066,0.04572557169609783,15,5,0,0.0625
length,"bp[100,500)",1hop,15500.2,0.6732918005334105,True,normalized_ap,0.0625,0.07787523027044928,0.017096262135059,0.06485752382599624,0.09070045040360797,15,5,0,0.075
length,"bp[100,500)",1hop,15500.2,0.6732918005334105,True,balanced_accuracy,0.0625,0.05389258911858477,0.013059681588319631,0.04297984851082886,0.06366831471164197,15,5,0,0.075
